USPS,GEO_ID,NAME,LAT,LON
TX,4805592440,Martindale CCD,29.831619,-97.788643
TX,4805791975,Kamey-Sixmile CCD,28.614528,-96.740161
TX,4805793085,Point Comfort CCD,28.637166,-96.456431
TX,4805793105,Port Lavaca CCD,28.562746,-96.609883
TX,4805793480,Seadrift CCD,28.352995,-96.644773
TX,4805990180,Baird CCD,32.387614,-99.28361
TX,4805990765,Clyde CCD,32.301107,-99.522474
TX,4805990910,Cross Plains CCD,32.176444,-99.250097
TX,4806190480,Brownsville CCD,25.964876,-97.51218
TX,4806191115,East Cameron CCD,26.150388,-97.297849
TX,4806191720,Harlingen-San Benito CCD,26.188377,-97.732312
TX,4806192295,Los Fresnos-Laureles CCD,26.102923,-97.478958
TX,4806193245,Rio Hondo CCD,26.271395,-97.441447
TX,4806392170,Leesburg-Newsome CCD,32.971854,-95.111935
TX,4806393050,Pittsburg CCD,32.972602,-94.945518
TX,4806592965,Panhandle CCD,35.405813,-101.46066
TX,4806594195,White Deer-Groom CCD,35.40057,-101.194421
TX,4806790160,Atlanta CCD,33.176356,-94.128932
TX,4806790320,Bivins-McLeod CCD,32.981902,-94.142201
TX,4806791850,Hughes Springs-Avinger CCD,32.985534,-94.575102
TX,4806792215,Linden CCD,32.985617,-94.350415
TX,4806792405,Marietta-Douglassville CCD,33.186034,-94.466598
TX,4806991059,Dimmitt CCD,34.628224,-102.257965
TX,4806991732,Hart CCD,34.421018,-102.256205
TX,4807190075,Anahuac CCD,29.672077,-94.695258
TX,4807192620,Mont Belvieu CCD,29.781705,-94.843364
TX,4807194245,Winnie-Stowell CCD,29.751627,-94.420716
TX,4807390045,Alto CCD,31.597313,-95.084037
TX,4807391910,Jacksonville CCD,31.962406,-95.30421
TX,4807392670,Mount Selman CCD,32.088544,-95.291411
TX,4807392745,New Summerfield CCD,32.013883,-95.066
TX,4807393370,Rusk CCD,31.796964,-95.193185
TX,4807394135,Wells CCD,31.493614,-95.003289
TX,4807590700,Childress CCD,34.436073,-100.204484
TX,4807592777,North Childress CCD,34.655183,-100.213875
TX,4807790245,Bellevue-Joy CCD,33.588363,-98.180125
TX,4807790560,Byers-Petrolia CCD,34.028974,-98.22155
TX,4807791780,Henrietta CCD,33.804065,-98.241067
TX,4807992650,Morton CCD,33.632375,-102.875892
TX,4807994200,Whiteface CCD,33.507592,-102.707466
TX,4808190460,Bronte CCD,31.917757,-100.360236
TX,4808193265,Robert Lee CCD,31.87711,-100.635231
TX,4808390780,Coleman CCD,31.914205,-99.346622
TX,4808392865,Novice CCD,31.972492,-99.576188
TX,4808393450,Santa Anna CCD,31.62367,-99.321602
TX,4808393830,Talpa CCD,31.662494,-99.599471
TX,4808590100,Anna CCD,33.326379,-96.580811
TX,4808590350,Blue Ridge CCD,33.293869,-96.396207
TX,4808590665,Celina CCD,33.301537,-96.757789
TX,4808591295,Farmersville CCD,33.1421,-96.373676
TX,4808592360,McKinney CCD,33.172655,-96.72722
TX,4808592720,Nevada CCD,33.028085,-96.387484
TX,4808593065,Plano CCD,33.059794,-96.661526
TX,4808593150,Princeton CCD,33.154759,-96.503197
TX,4808793400,Samnorwood CCD,35.073987,-100.246835
TX,4808794130,Wellington CCD,34.874555,-100.284341
TX,4808990800,Columbus CCD,29.772881,-96.529051
TX,4808991095,Eagle Lake CCD,29.62144,-96.350016
TX,4808991470,Garwood CCD,29.448561,-96.519666
TX,4808994120,Weimar CCD,29.62262,-96.702735
TX,4809190627,Canyon Lake CCD,29.852512,-98.325953
TX,4809192730,New Braunfels CCD,29.758817,-98.191068
TX,4809390810,Comanche CCD,31.916941,-98.663706
TX,4809390985,De Leon CCD,32.110318,-98.597673
TX,4809391665,Gustine CCD,31.855038,-98.374121
TX,4809591160,Eden-Millersview CCD,31.274811,-99.823997
TX,4809591255,Eola-Paint Rock CCD,31.477656,-99.965707
TX,4809790580,Callisburg CCD,33.765773,-97.071925
TX,4809791435,Gainesville CCD,33.639261,-97.147268
TX,4809791440,Gainesville Southeast CCD,33.512959,-97.016246
TX,4809792680,Muenster CCD,33.736647,-97.354542
TX,4809793995,Valley View CCD,33.509062,-97.294381
TX,4809990845,Copperas Cove CCD,31.176346,-97.955812
TX,4809991270,Evant CCD,31.374302,-98.019473
TX,4809991315,Flat CCD,31.31251,-97.569949
TX,4809991370,Fort Hood CCD,31.249183,-97.763099
TX,4809991480,Gatesville CCD,31.43277,-97.701503
TX,4809992885,Oglesby CCD,31.44415,-97.561893
TX,4809993157,Purmela-Levita CCD,31.465243,-97.91208
TX,4809993965,Turnersville CCD,31.584178,-97.755339
TX,4810192930,Paducah North CCD,34.167038,-100.298668
TX,4810192935,Paducah South CCD,33.937002,-100.254288
TX,4810390880,Crane North CCD,31.54306,-102.570252
TX,4810390885,Crane South CCD,31.285102,-102.460527
TX,4810591120,East Crockett CCD,30.666467,-101.221391
TX,4810594160,West Crockett CCD,30.755662,-101.725996
TX,4810790905,Crosbyton CCD,33.633175,-101.178516
TX,4810792290,Lorenzo CCD,33.585771,-101.505632
TX,4810793185,Ralls CCD,33.601434,-101.349867
TX,4810994010,Van Horn CCD,31.081269,-104.818947
TX,4810994015,Van Horn Rural CCD,31.469411,-104.502843
TX,4811190955,Dalhart CCD,36.259942,-102.524649
TX,4811193885,Texline CCD,36.352012,-102.927216
TX,4811392792,Northeast Dallas CCD,32.829449,-96.688319
TX,4811393682,Southwest Dallas CCD,32.698426,-96.876343
TX,4811592105,Lamesa CCD,32.739496,-101.959629
TX,4811592110,Lamesa Northeast CCD,32.859915,-101.836013
TX,4811592115,Lamesa Northwest CCD,32.833942,-102.103568
TX,4811592120,Lamesa Southeast CCD,32.633064,-101.792189
TX,4811592125,Lamesa Southwest CCD,32.616942,-102.072209
TX,4811791785,Hereford East CCD,34.95515,-102.292785
TX,4811791790,Hereford West CCD,34.958977,-102.725535
TX,4811990840,Cooper CCD,33.412327,-95.597576
TX,4811992985,Pecan Gap CCD,33.363249,-95.802526
TX,4812190637,Carrollton CCD,33.02911,-96.895852
TX,4812191010,Denton CCD,33.243602,-97.151438
TX,4812191970,Justin-Roanoke CCD,33.098603,-97.268158
TX,4812192186,Lewisville-Flower Mound CCD,33.089822,-97.050506
TX,4812193035,Pilot Point-Aubrey CCD,33.29329,-96.947337
TX,4812193425,Sanger CCD,33.344046,-97.250156
TX,4812193892,The Colony CCD,33.109759,-96.908473
TX,4812390925,Cuero CCD,29.092884,-97.190852
TX,4812394170,Westhoff-Arneckville CCD,29.075419,-97.358185
TX,4812394295,Yoakum CCD,29.229816,-97.189055
TX,4812394305,Yorktown CCD,28.989704,-97.552891
TX,4812591050,Dickens CCD,33.674792,-100.767255
TX,4812593705,Spur CCD,33.470624,-100.823055
TX,4812790140,Asherton CCD,28.326461,-99.68088
TX,4812790310,Big Wells CCD,28.554824,-99.560496
TX,4812790635,Carrizo Springs CCD,28.476394,-99.964871
TX,4812990730,Clarendon CCD,34.97905,-100.871964
TX,4812991760,Hedley CCD,34.857952,-100.673364
TX,4813190260,Benavides CCD,27.610244,-98.511677
TX,4813191405,Freer CCD,27.910908,-98.635026
TX,4813193215,Realitos-Concepcion CCD,27.415312,-98.543247
TX,4813193420,San Diego CCD,27.887362,-98.346084
TX,4813390725,Cisco CCD,32.392295,-99.014021
TX,4813391135,Eastland CCD,32.417369,-98.806155
TX,4813391590,Gorman CCD,32.250927,-98.712738
TX,4813393190,Ranger CCD,32.432806,-98.575004
TX,4813393250,Rising Star CCD,32.153227,-98.98994
TX,4813592875,Odessa CCD,31.932816,-102.368786
TX,4813594173,West Odessa-Goldsmith CCD,31.799217,-102.633009
TX,4813793300,Rocksprings North CCD,30.202115,-100.106327
TX,4813793305,Rocksprings South CCD,29.904464,-100.353111
TX,4813991250,Ennis CCD,32.345047,-96.570971
TX,4813991310,Ferris CCD,32.488871,-96.633797
TX,4813991895,Italy CCD,32.175073,-96.927587
TX,4813992490,Maypearl CCD,32.33044,-96.983007
TX,4813992570,Midlothian CCD,32.480312,-97.01348
TX,4813994090,Waxahachie CCD,32.360768,-96.82565
TX,4814191215,El Paso CCD,31.722231,-106.311619
TX,4814191220,El Paso East CCD,31.673901,-106.117281
TX,4814191225,El Paso North Central CCD,31.923964,-106.233783
TX,4814191230,El Paso Northwest CCD,31.949186,-106.529162
TX,4814391085,Dublin CCD,32.108092,-98.364292
TX,4814391087,Duffau-Clairette CCD,32.076205,-98.073427
TX,4814392645,Morgan Mill-Bluff Dale CCD,32.419516,-98.228199
TX,4814393735,Stephenville CCD,32.24472,-98.238134
TX,4814590710,Chilton CCD,31.300669,-97.108106
TX,4814592300,Lott CCD,31.195453,-97.077074
TX,4814592425,Marlin CCD,31.340971,-96.874038
TX,4814593000,Perry CCD,31.434271,-96.873793
TX,4814593210,Reagan CCD,31.243653,-96.751464
TX,4814593330,Rosebud CCD,31.0918,-96.978738
TX,4814790375,Bonham CCD,33.554346,-96.196764
TX,4814791070,Dodd City CCD,33.555821,-96.039889
TX,4814791150,Ector CCD,33.604307,-96.329613
TX,4814791825,Honey Grove CCD,33.618954,-95.915616
TX,4814792075,Ladonia CCD,33.426702,-95.980698
TX,4814792175,Leonard CCD,33.425995,-96.227796
TX,4814793200,Ravenna-Telephone CCD,33.749464,-96.084887
TX,4814991305,Fayetteville CCD,29.929816,-96.692001
TX,4814991320,Flatonia CCD,29.763275,-97.115073
TX,4814992080,La Grange CCD,29.979984,-96.89005
TX,4814992085,La Grange West CCD,29.902386,-96.983075
TX,4814993345,Round Top CCD,30.06987,-96.756974
TX,4814993475,Schulenburg CCD,29.733135,-96.859198
TX,4815192350,McCaulley CCD,32.85775,-100.239284
TX,4815193275,Roby CCD,32.642006,-100.398203
TX,4815193340,Rotan CCD,32.863439,-100.501175
TX,4815391335,Floydada CCD,33.941758,-101.298592
TX,4815392250,Lockney CCD,34.17905,-101.301159
TX,4815590915,Crowell CCD,33.979088,-99.864763
TX,4815593890,Thalia CCD,33.921183,-99.536317
TX,4815791415,Fulshear-Simonton CCD,29.689146,-95.863985
TX,4815792715,Needville CCD,29.372161,-95.779065
TX,4815792915,Orchard-Kendleton CCD,29.52917,-95.973787
TX,4815793337,Rosenberg-Richmond CCD,29.502179,-95.738133
TX,4815793715,Stafford-Missouri City CCD,29.539589,-95.504406
TX,4815793780,Sugar Land CCD,29.618394,-95.655097
TX,4815992675,Mount Vernon CCD,33.213926,-95.219725
TX,4815994250,Winnsboro CCD,33.007278,-95.220463
TX,4816190555,Butler CCD,31.643732,-95.95568
TX,4816191275,Fairfield CCD,31.819734,-96.12116
TX,4816193850,Teague CCD,31.597703,-96.246601
TX,4816194290,Wortham CCD,31.799475,-96.346987
TX,4816391055,Dilley CCD,28.724458,-99.268598
TX,4816392635,Moore CCD,29.017102,-98.930781
TX,4816392980,Pearsall CCD,28.874853,-99.109336
TX,4816593485,Seagraves CCD,32.860642,-102.4562
TX,4816593520,Seminole CCD,32.689865,-102.724434
TX,4816790370,Bolivar Peninsula CCD,29.462107,-94.677155
TX,4816791445,Galveston CCD,29.233453,-94.888456
TX,4816792100,La Marque-Hitchcock CCD,29.303625,-95.032385
TX,4816793880,Texas City-League City CCD,29.438943,-95.064906
TX,4816993108,Post East CCD,33.151498,-101.198503
TX,4816993118,Post West CCD,33.217691,-101.444162
TX,4817191395,Fredericksburg CCD,30.325093,-98.94185
TX,4817191725,Harper CCD,30.350967,-99.164919
TX,4817193757,Stonewall CCD,30.316954,-98.69406
TX,4817391455,Garden City North CCD,31.971364,-101.50401
TX,4817391460,Garden City South CCD,31.763041,-101.550918
TX,4817591555,Goliad North CCD,28.757303,-97.424817
TX,4817591560,Goliad South CCD,28.509568,-97.480402
TX,4817594115,Weesatche-Ander CCD,28.828176,-97.324409
TX,4817790868,Cost-Wrightsboro CCD,29.381428,-97.451851
TX,4817791565,Gonzales CCD,29.514415,-97.331392
TX,4817791733,Harwood-Ottine CCD,29.581356,-97.544193
TX,4817792760,Nixon CCD,29.401557,-97.70998
TX,4817793595,Smiley CCD,29.230585,-97.604433
TX,4817794060,Waelder CCD,29.675648,-97.291493
TX,4817992172,Lefors CCD,35.429863,-100.770839
TX,4817992365,McLean CCD,35.25188,-100.649453
TX,4817992955,Pampa CCD,35.417709,-101.015302
TX,4818191125,East Grayson CCD,33.586236,-96.518503
TX,4818192840,Northwest Grayson CCD,33.744196,-96.786135
TX,4818193685,Southwest Grayson CCD,33.505981,-96.783434
TX,4818391520,Gladewater CCD,32.511962,-94.915316
TX,4818392020,Kilgore CCD,32.393619,-94.852409
TX,4818392093,Lakeport CCD,32.385273,-94.714306
TX,4818392193,Liberty City CCD,32.431558,-94.905015
TX,4818392270,Longview CCD,32.506234,-94.771633
TX,4818392275,Longview Northwest CCD,32.600662,-94.75822
TX,4818590080,Anderson-Bedias CCD,30.64778,-96.010553
TX,4818592710,Navasota CCD,30.348213,-95.965815
TX,4818792793,Northeast Guadalupe CCD,29.684458,-97.821526
TX,4818793470,Schertz-Cibolo CCD,29.607543,-98.163174
TX,4818793500,Seguin CCD,29.614327,-97.96135
TX,4818793643,Southeast Guadalupe CCD,29.464417,-97.857759
TX,4818793687,Southwest Guadalupe CCD,29.47744,-98.071435
TX,4818990005,Abernathy CCD,33.90979,-101.910034
TX,4818991675,Hale Center CCD,34.07216,-101.931773
TX,4818993020,Petersburg CCD,33.930292,-101.653849
TX,4818993060,Plainview CCD,34.195664,-101.785849
TX,4819191260,Estelline CCD,34.453189,-100.576343
TX,4819192095,Lakeview CCD,34.655623,-100.763893
TX,4819192510,Memphis CCD,34.691274,-100.515456
TX,4819193960,Turkey CCD,34.439822,-100.844055
TX,4819391690,Hamilton CCD,31.647469,-98.131731
TX,4819391800,Hico CCD,31.87874,-98.043004
TX,4819591660,Gruver CCD,36.328131,-101.433735
TX,4819593695,Spearman CCD,36.184125,-101.251457
TX,4819790705,Chillicothe CCD,34.239264,-99.54458
TX,4819791580,Goodlett CCD,34.35897,-99.906415
TX,4819793160,Quanah CCD,34.263366,-99.734633
TX,4819992055,Kountze CCD,30.371619,-94.355994
TX,4819992332,Lumberton CCD,30.229599,-94.176266
TX,4819993460,Saratoga-Batson CCD,30.344206,-94.562714
TX,4819993570,Silsbee CCD,30.414774,-94.173656
TX,4819993625,Sour Lake CCD,30.156406,-94.40673
TX,4820190225,Baytown CCD,29.752277,-94.98552
TX,4820191835,Houston CCD,29.801413,-95.388741
TX,4820192795,Northeast Harris CCD,29.955048,-95.055844
TX,4820192845,Northwest Harris CCD,30.009998,-95.660865
TX,4820192975,Pasadena CCD,29.680324,-95.175878
TX,4820193645,Southeast Harris CCD,29.660972,-95.061482
TX,4820391685,Hallsville CCD,32.475877,-94.53607
TX,4820391715,Harleton CCD,32.659824,-94.512793
TX,4820392430,Marshall CCD,32.539919,-94.37659
TX,4820394085,Waskom CCD,32.532563,-94.190758
TX,4820590690,Channing CCD,35.716766,-102.380586
TX,4820590956,Dalhart CCD,35.869278,-102.708146
TX,4820791735,Haskell CCD,33.120371,-99.631772
TX,4820793285,Rochester CCD,33.327174,-99.836618
TX,4820793360,Rule CCD,33.197744,-99.905443
TX,4820793390,Sagerton CCD,33.037454,-99.868813
TX,4820794125,Weinert CCD,33.334013,-99.607444
TX,4820991075,Dripping Springs-Wimberley CCD,30.128107,-98.14186
TX,4820992065,Kyle-Buda CCD,30.049667,-97.893087
TX,4820993430,San Marcos CCD,29.895278,-97.977685
TX,4821190605,Canadian North CCD,35.94367,-100.463731
TX,4821190615,Canadian South CCD,35.804184,-100.219648
TX,4821390155,Athens CCD,32.205799,-95.822387
TX,4821390652,Cedar Creek Lake CCD,32.223547,-96.075269
TX,4821390687,Chandler-Brownsboro CCD,32.293485,-95.578644
TX,4821392150,LaRue-Poynor CCD,32.145888,-95.601896
TX,4821591155,Edcouch-Elsa CCD,26.304609,-97.952325
TX,4821591170,Edinburg CCD,26.346831,-98.137538
TX,4821591710,Hargill CCD,26.422864,-97.971099
TX,4821592340,McAllen-Pharr CCD,26.171099,-98.199809
TX,4821592600,Mission CCD,26.324826,-98.327326
TX,4821593155,Puerto Rico-San Manuel CCD,26.617562,-98.194874
TX,4821593650,Southeast Hidalgo CCD,26.138855,-97.99156
TX,4821593785,Sullivan City CCD,26.317103,-98.463699
TX,4821790355,Blum CCD,32.110364,-97.373693
TX,4821791810,Hillsboro CCD,31.98475,-97.079316
TX,4821791845,Hubbard-Mount Calm CCD,31.820413,-96.842862
TX,4821791900,Itasca CCD,32.172253,-97.164875
TX,4821792380,Malone-Penelope CCD,31.878712,-96.922263
TX,4821794210,Whitney CCD,31.898256,-97.286774
TX,4821990115,Anton CCD,33.771555,-102.182265
TX,4821992180,Levelland CCD,33.658666,-102.379646
TX,4821993320,Ropesville CCD,33.465992,-102.186138
TX,4821993800,Sundown CCD,33.444561,-102.453098
TX,4822191605,Granbury East CCD,32.448466,-97.717496
TX,4822191610,Granbury West CCD,32.423491,-97.921569
TX,4822390930,Cumby CCD,33.108343,-95.784906
TX,4822392815,North Hopkins-Sulphur Bluff CCD,33.282907,-95.497764
TX,4822393030,Pickton-Pine Forest CCD,33.080772,-95.390489
TX,4822393522,Seymore CCD,33.015762,-95.591264
TX,4822393790,Sulphur Springs CCD,33.15374,-95.588563
TX,4822590900,Crockett CCD,31.308551,-95.371263
TX,4822591635,Grapeland CCD,31.495567,-95.431466
TX,4822592000,Kennard-Ratcliff CCD,31.367554,-95.125278
TX,4822592310,Lovelady CCD,31.103309,-95.519364
TX,4822593100,Porter Springs CCD,31.242869,-95.641627
TX,4822790300,Big Spring CCD,32.173396,-101.454499
TX,4822790305,Big Spring North CCD,32.411417,-101.49963
TX,4822790770,Coahoma CCD,32.350009,-101.246909
TX,4822990990,Dell City CCD,31.915356,-105.397523
TX,4822991360,Fort Hancock CCD,31.531936,-105.70973
